user_id,signup_ts,country_code,device_os,acquisition_channel,app_version_at_signup,marketing_consent
U000023,2026-01-01 21:06:48,CA,iOS,Organic,3.5.0,0
U002481,2026-01-01 21:12:02,US,iOS,Search,3.4.2,1
U000621,2026-01-01 21:20:47,CA,iOS,Paid Social,3.5.0,1
U004106,2026-01-01 21:39:16,CA,iOS,Search,3.5.0,1
U002778,2026-01-01 22:00:48,UK,Android,Organic,3.6.1,1
U003329,2026-01-01 22:54:45,US,Android,Organic,3.4.2,1
U000897,2026-01-01 23:54:24,US,Android,Paid Social,3.4.2,1
U002807,2026-01-01 23:54:37,US,iOS,Organic,3.6.1,1
U003279,2026-01-02 00:16:06,UK,iOS,Referral,3.6.1,1
U004622,2026-01-02 00:24:54,CA,Android,Organic,3.4.2,1
U003806,2026-01-02 00:33:10,US,iOS,Referral,3.5.0,1
U003477,2026-01-02 00:54:48,US,Android,Search,3.5.0,0
U004784,2026-01-02 01:02:49,US,iOS,Paid Social,3.6.1,1
U003422,2026-01-02 01:18:10,US,Android,Paid Social,3.6.1,1
U004754,2026-01-02 03:27:55,US,Android,Paid Social,3.4.2,1
U000077,2026-01-02 03:41:50,UK,iOS,Referral,3.6.1,1
U004487,2026-01-02 03:49:35,US,Android,Organic,3.6.1,1
U004229,2026-01-02 04:12:43,UK,iOS,Referral,3.4.2,1
U002225,2026-01-02 04:40:24,US,iOS,Organic,3.4.2,1
U003321,2026-01-02 05:00:50,US,iOS,Referral,3.6.1,1
U002618,2026-01-02 05:05:57,US,Android,Organic,3.5.0,0
U001390,2026-01-02 05:30:05,US,iOS,Influencer,3.5.0,1
U002218,2026-01-02 05:41:03,AU,iOS,Search,3.6.1,1
U000772,2026-01-02 06:46:49,UK,Android,Search,3.6.1,0
U002258,2026-01-02 06:50:31,US,Android,Search,3.6.1,1
U002852,2026-01-02 07:06:13,US,iOS,Referral,3.6.1,1
U000816,2026-01-02 07:28:06,US,Android,Organic,3.5.0,1
U003888,2026-01-02 07:29:58,UK,Android,Paid Social,3.6.1,1
U003038,2026-01-02 07:31:38,UK,iOS,Paid Social,3.5.0,1
U000508,2026-01-02 07:32:23,US,iOS,Search,3.5.0,1
U004678,2026-01-02 07:39:46,US,Android,Organic,3.5.0,1
U000135,2026-01-02 08:02:55,AU,Android,Referral,3.6.1,1
U004475,2026-01-02 08:35:27,US,iOS,Referral,3.5.0,1
U004412,2026-01-02 08:47:50,US,Android,Influencer,3.6.1,1
U002840,2026-01-02 09:48:06,US,Android,Search,3.6.1,0
U000885,2026-01-02 10:13:56,US,Android,Search,3.5.0,0
U001961,2026-01-02 11:03:07,CA,iOS,Search,3.4.2,1
U000126,2026-01-02 11:04:09,US,Android,Paid Social,3.6.1,1
U001147,2026-01-02 11:30:53,US,iOS,Search,3.5.0,1
U002023,2026-01-02 11:39:30,US,iOS,Organic,3.4.2,1
U003335,2026-01-02 11:59:47,UK,iOS,Referral,3.4.2,1
U000618,2026-01-02 12:03:35,US,Android,Organic,3.6.1,0
U004693,2026-01-02 12:56:26,US,iOS,Paid Social,3.6.1,1
U001945,2026-01-02 13:22:47,UK,iOS,Paid Social,3.5.0,0
U004953,2026-01-02 13:31:01,CA,iOS,Organic,3.5.0,1
U004619,2026-01-02 13:43:05,US,iOS,Influencer,3.6.1,1
U000675,2026-01-02 14:00:18,US,iOS,Influencer,3.6.1,1
U003454,2026-01-02 15:04:58,AU,iOS,Organic,3.6.1,1
U004560,2026-01-02 15:09:51,CA,iOS,Search,3.6.1,0
U004661,2026-01-02 15:29:13,US,Android,Referral,3.6.1,1
U000732,2026-01-02 15:29:55,US,iOS,Organic,3.5.0,1
U001773,2026-01-02 15:30:08,UK,iOS,Referral,3.6.1,0
U004938,2026-01-02 15:52:03,US,Android,Organic,3.5.0,0
U004414,2026-01-02 15:59:51,US,Android,Organic,3.4.2,1
U003973,2026-01-02 16:02:03,US,iOS,Search,3.5.0,1
U002524,2026-01-02 16:27:37,CA,Android,Search,3.4.2,1
U004998,2026-01-02 16:29:26,US,Android,Referral,3.5.0,1
U003581,2026-01-02 16:29:45,AU,Android,Paid Social,3.6.1,1
U003650,2026-01-02 16:41:46,US,iOS,Referral,3.5.0,1
U004087,2026-01-02 16:42:52,UK,iOS,Search,3.5.0,1
U000624,2026-01-02 17:09:22,US,Android,Search,3.5.0,1
U004682,2026-01-02 17:11:20,US,iOS,Organic,3.4.2,1
U004171,2026-01-02 17:12:53,CA,Android,Organic,3.6.1,0
U003840,2026-01-02 17:24:40,US,iOS,Organic,3.5.0,1
U002909,2026-01-02 17:35:52,UK,Android,Organic,3.5.0,1
U003291,2026-01-02 18:14:10,US,Android,Referral,3.5.0,1
U002043,2026-01-02 18:34:59,US,Android,Paid Social,3.6.1,1
U003181,2026-01-02 18:49:40,CA,Android,Referral,3.6.1,1
U001312,2026-01-02 18:51:01,US,iOS,Referral,3.4.2,1
U004643,2026-01-02 18:54:01,US,iOS,Organic,3.6.1,0
U004142,2026-01-02 20:00:26,CA,Android,Organic,3.6.1,1
U000895,2026-01-02 20:43:05,UK,iOS,Search,3.6.1,1
U002320,2026-01-02 20:58:15,US,iOS,Organic,3.5.0,1
U003564,2026-01-02 21:01:06,US,Android,Paid Social,3.6.1,1
U000184,2026-01-02 21:02:44,US,iOS,Organic,3.4.2,1
U000768,2026-01-02 21:16:19,US,iOS,Organic,3.6.1,1
U004740,2026-01-02 21:19:15,US,Android,Paid Social,3.5.0,1
U001657,2026-01-02 21:33:38,UK,Android,Organic,3.4.2,1
U004833,2026-01-02 21:57:11,US,iOS,Influencer,3.6.1,1
U002251,2026-01-02 22:17:04,AU,Android,Organic,3.6.1,1
U000793,2026-01-02 22:32:54,US,iOS,Search,3.6.1,0
U002088,2026-01-02 22:44:30,US,Android,Search,3.5.0,1
U002149,2026-01-02 22:51:15,UK,iOS,Paid Social,3.4.2,1
U000724,2026-01-02 23:11:16,US,Android,Paid Social,3.4.2,0
U002908,2026-01-02 23:14:18,US,Android,Paid Social,3.6.1,1
U004353,2026-01-02 23:25:52,UK,iOS,Organic,3.5.0,1
U004094,2026-01-03 00:38:35,CA,Android,Search,3.4.2,1
U002744,2026-01-03 00:51:46,UK,Android,Search,3.5.0,1
U004043,2026-01-03 00:59:22,US,Android,Paid Social,3.6.1,1
U000690,2026-01-03 01:12:17,US,iOS,Influencer,3.6.1,0
U001533,2026-01-03 01:21:12,US,Android,Influencer,3.6.1,1
U000830,2026-01-03 01:26:46,US,Android,Search,3.6.1,1
U003785,2026-01-03 02:18:47,CA,Android,Referral,3.6.1,1
U003071,2026-01-03 02:25:15,AU,iOS,Search,3.6.1,1
U004003,2026-01-03 02:40:19,US,iOS,Search,3.6.1,1
U002833,2026-01-03 02:47:02,CA,iOS,Search,3.6.1,1
U002954,2026-01-03 02:48:46,US,iOS,Organic,3.5.0,1
U002344,2026-01-03 03:15:57,UK,iOS,Paid Social,3.5.0,1
U000342,2026-01-03 03:25:09,US,iOS,Influencer,3.6.1,1
U000333,2026-01-03 03:42:12,US,iOS,Paid Social,3.6.1,1
U001447,2026-01-03 03:45:05,US,iOS,Organic,3.6.1,1
U001924,2026-01-03 03:49:32,US,iOS,Influencer,3.6.1,1
U002303,2026-01-03 04:33:20,US,iOS,Organic,3.6.1,1
U003900,2026-01-03 04:56:53,US,iOS,Organic,3.5.0,1
U004138,2026-01-03 06:51:32,US,Android,Organic,3.5.0,1
U001067,2026-01-03 07:12:52,US,iOS,Paid Social,3.6.1,1
U002049,2026-01-03 08:03:50,US,iOS,Paid Social,3.6.1,1
U001874,2026-01-03 08:11:19,UK,iOS,Paid Social,3.6.1,1
U001741,2026-01-03 08:13:02,US,iOS,Paid Social,3.5.0,1
U001635,2026-01-03 08:13:20,US,iOS,Organic,3.6.1,1
U002933,2026-01-03 08:51:36,US,Android,Search,3.6.1,0
U000545,2026-01-03 09:09:00,US,Android,Paid Social,3.5.0,1
U001682,2026-01-03 09:28:24,AU,Android,Referral,3.6.1,1
U001203,2026-01-03 09:30:59,US,Android,Organic,3.5.0,0
U002964,2026-01-03 10:43:24,US,Android,Organic,3.5.0,1
U001198,2026-01-03 10:50:27,CA,iOS,Organic,3.5.0,0
U004713,2026-01-03 11:23:53,UK,iOS,Paid Social,3.6.1,1
U004446,2026-01-03 11:27:23,CA,iOS,Organic,3.4.2,1
U003132,2026-01-03 13:25:07,US,iOS,Referral,3.6.1,1
U001557,2026-01-03 13:39:57,US,Android,Influencer,3.6.1,1
U001080,2026-01-03 13:52:20,UK,iOS,Paid Social,3.4.2,1
U003765,2026-01-03 14:05:08,AU,iOS,Organic,3.6.1,0
U001054,2026-01-03 14:18:21,US,iOS,Paid Social,3.6.1,0
U001739,2026-01-03 14:25:42,CA,iOS,Organic,3.5.0,1
U004117,2026-01-03 15:12:55,US,iOS,Organic,3.4.2,1
U003557,2026-01-03 15:39:31,US,Android,Paid Social,3.5.0,0
U002077,2026-01-03 16:16:42,US,Android,Organic,3.5.0,1
U004425,2026-01-03 16:21:41,US,Android,Search,3.5.0,0
U000326,2026-01-03 16:54:33,US,iOS,Paid Social,3.5.0,1
U001640,2026-01-03 17:09:47,US,iOS,Paid Social,3.6.1,1
U003466,2026-01-03 17:30:07,US,iOS,Search,3.6.1,1
U000360,2026-01-03 18:18:28,US,iOS,Organic,3.6.1,1
U004457,2026-01-03 18:23:51,US,Android,Organic,3.5.0,1
U000145,2026-01-03 18:41:26,US,Android,Search,3.5.0,0
U002498,2026-01-03 18:58:02,US,Android,Paid Social,3.4.2,1
U004156,2026-01-03 19:19:43,US,Android,Paid Social,3.6.1,1
U004727,2026-01-03 19:47:33,US,iOS,Organic,3.6.1,1
U000969,2026-01-03 20:25:24,US,iOS,Organic,3.6.1,1
U000575,2026-01-03 20:31:16,US,iOS,Search,3.5.0,1
U003448,2026-01-03 21:29:13,US,Android,Referral,3.4.2,1
U003016,2026-01-03 21:44:29,AU,Android,Paid Social,3.4.2,1
U004419,2026-01-03 22:55:49,US,Android,Paid Social,3.6.1,1
U002916,2026-01-03 23:23:41,UK,iOS,Paid Social,3.5.0,1
U004986,2026-01-04 00:24:01,US,iOS,Organic,3.4.2,1
U002992,2026-01-04 00:37:54,CA,Android,Referral,3.4.2,1
U002526,2026-01-04 03:32:08,UK,iOS,Organic,3.6.1,0
U001654,2026-01-04 03:47:46,UK,Android,Organic,3.6.1,1
U003033,2026-01-04 03:57:17,US,iOS,Search,3.6.1,1
U003905,2026-01-04 04:31:57,US,iOS,Search,3.4.2,1
U000252,2026-01-04 04:57:15,UK,iOS,Influencer,3.6.1,1
U003641,2026-01-04 04:57:42,AU,iOS,Referral,3.6.1,0
U001696,2026-01-04 05:20:07,US,Android,Search,3.6.1,1
U001532,2026-01-04 05:39:51,US,iOS,Referral,3.6.1,1
U002597,2026-01-04 05:41:02,US,iOS,Paid Social,3.4.2,1
U001191,2026-01-04 07:15:36,US,iOS,Organic,3.5.0,1
U004097,2026-01-04 07:36:55,US,iOS,Organic,3.6.1,1
U004577,2026-01-04 07:46:45,UK,iOS,Search,3.6.1,1
U002894,2026-01-04 08:01:34,US,iOS,Referral,3.4.2,1
U004485,2026-01-04 08:41:25,UK,iOS,Referral,3.6.1,1
U003256,2026-01-04 09:19:08,US,Android,Referral,3.5.0,0
U002253,2026-01-04 09:30:04,AU,iOS,Referral,3.4.2,1
U002025,2026-01-04 09:34:31,US,Android,Search,3.5.0,1
U000703,2026-01-04 10:30:13,US,Android,Search,3.6.1,0
U001593,2026-01-04 10:49:11,US,iOS,Paid Social,3.6.1,1
U002241,2026-01-04 11:13:13,CA,Android,Search,3.4.2,1
U003300,2026-01-04 11:23:02,US,Android,Organic,3.5.0,1
U001170,2026-01-04 11:29:29,US,iOS,Paid Social,3.6.1,1
U000296,2026-01-04 11:32:54,US,Android,Organic,3.4.2,1
U000033,2026-01-04 12:14:27,CA,Android,Influencer,3.6.1,1
U004887,2026-01-04 12:18:03,US,Android,Organic,3.5.0,1
U000932,2026-01-04 12:25:24,US,Android,Organic,3.6.1,0
U002403,2026-01-04 12:48:28,AU,Android,Influencer,3.6.1,1
U000683,2026-01-04 12:48:36,UK,Android,Organic,3.4.2,1
U003954,2026-01-04 13:21:12,US,Android,Search,3.5.0,1
U003327,2026-01-04 14:06:00,AU,iOS,Search,3.6.1,1
U003212,2026-01-04 14:06:46,US,Android,Search,3.5.0,1
U000971,2026-01-04 14:56:43,AU,Android,Referral,3.5.0,1
U004422,2026-01-04 15:39:35,AU,Android,Organic,3.6.1,1
U002496,2026-01-04 16:12:15,UK,Android,Search,3.5.0,1
U002308,2026-01-04 16:15:43,US,iOS,Search,3.6.1,1
U000111,2026-01-04 16:19:09,CA,Android,Organic,3.5.0,1
U003831,2026-01-04 16:55:45,US,Android,Organic,3.4.2,1
U000653,2026-01-04 16:58:52,UK,Android,Paid Social,3.4.2,1
U001425,2026-01-04 17:00:15,US,iOS,Organic,3.4.2,1
U002013,2026-01-04 17:03:51,US,iOS,Influencer,3.4.2,0
U001438,2026-01-04 17:29:22,UK,Android,Organic,3.4.2,1
U000721,2026-01-04 18:39:04,CA,iOS,Paid Social,3.5.0,1
U000279,2026-01-04 18:45:23,US,iOS,Organic,3.6.1,1
U001214,2026-01-04 18:52:12,AU,iOS,Referral,3.6.1,1
U004826,2026-01-04 19:12:06,US,iOS,Search,3.6.1,1
U000338,2026-01-04 20:04:57,US,Android,Paid Social,3.6.1,1
U001545,2026-01-04 20:20:42,US,Android,Paid Social,3.5.0,1
U000720,2026-01-04 20:27:08,US,Android,Referral,3.5.0,1
U004923,2026-01-04 21:04:09,US,iOS,Influencer,3.5.0,1
U002972,2026-01-04 21:05:52,US,iOS,Paid Social,3.4.2,1
U002477,2026-01-04 21:12:55,US,iOS,Influencer,3.4.2,1
U001807,2026-01-04 21:16:12,US,iOS,Paid Social,3.5.0,0
U002270,2026-01-04 21:18:42,AU,iOS,Search,3.5.0,0
U000161,2026-01-04 21:37:12,US,Android,Search,3.6.1,0
U002979,2026-01-04 22:42:13,US,iOS,Paid Social,3.4.2,0
U000670,2026-01-04 22:44:13,US,Android,Referral,3.6.1,1
U001610,2026-01-04 23:42:00,UK,iOS,Paid Social,3.5.0,1
U004503,2026-01-05 00:21:26,UK,iOS,Organic,3.6.1,0
U001671,2026-01-05 00:22:46,US,Android,Paid Social,3.6.1,1
U002118,2026-01-05 00:54:24,US,Android,Paid Social,3.6.1,1
U000973,2026-01-05 01:44:08,CA,Android,Referral,3.6.1,1
U003176,2026-01-05 02:58:26,US,iOS,Paid Social,3.6.1,1
U004759,2026-01-05 04:06:29,UK,iOS,Referral,3.5.0,1
U001962,2026-01-05 04:15:53,UK,Android,Organic,3.6.1,1
U002449,2026-01-05 04:50:18,US,iOS,Search,3.5.0,1
U004860,2026-01-05 06:03:12,AU,iOS,Organic,3.6.1,1
U001679,2026-01-05 06:16:07,CA,Android,Paid Social,3.6.1,1
U002851,2026-01-05 06:49:04,UK,iOS,Paid Social,3.5.0,0
U000400,2026-01-05 07:00:00,US,Android,Organic,3.6.1,1
U000108,2026-01-05 07:54:00,US,iOS,Search,3.5.0,1
U001508,2026-01-05 07:58:26,US,iOS,Paid Social,3.6.1,1
U001846,2026-01-05 08:30:18,US,Android,Paid Social,3.6.1,1
U000671,2026-01-05 08:30:39,US,Android,Search,3.6.1,1
U003957,2026-01-05 08:42:47,UK,Android,Search,3.6.1,1
U003361,2026-01-05 09:01:35,US,iOS,Search,3.6.1,0
U004788,2026-01-05 09:20:08,US,Android,Paid Social,3.6.1,1
U000875,2026-01-05 10:17:49,US,iOS,Search,3.5.0,1
U000708,2026-01-05 10:25:54,US,Android,Organic,3.5.0,1
U002763,2026-01-05 10:36:51,US,Android,Referral,3.6.1,1
U000956,2026-01-05 10:39:37,US,iOS,Organic,3.5.0,0
U003371,2026-01-05 10:43:53,CA,iOS,Search,3.5.0,1
U002751,2026-01-05 11:00:15,CA,iOS,Influencer,3.6.1,1
U001020,2026-01-05 11:07:42,US,Android,Referral,3.6.1,1
U000931,2026-01-05 11:58:51,UK,iOS,Organic,3.6.1,1
U003508,2026-01-05 12:29:29,UK,Android,Organic,3.6.1,1
U000600,2026-01-05 12:36:54,US,iOS,Organic,3.6.1,1
U004248,2026-01-05 12:53:03,US,iOS,Referral,3.6.1,1
U001052,2026-01-05 13:46:07,CA,iOS,Referral,3.6.1,1
U002239,2026-01-05 13:54:56,US,iOS,Referral,3.5.0,1
U001437,2026-01-05 14:19:14,CA,iOS,Referral,3.6.1,1
U002284,2026-01-05 14:39:59,AU,Android,Search,3.6.1,1
U003228,2026-01-05 15:01:14,US,iOS,Organic,3.4.2,1
U004755,2026-01-05 15:20:53,UK,iOS,Organic,3.6.1,1
U000085,2026-01-05 15:46:00,US,iOS,Organic,3.5.0,1
U004868,2026-01-05 15:46:52,US,Android,Search,3.6.1,1
U000561,2026-01-05 16:09:23,US,iOS,Referral,3.6.1,1
U002602,2026-01-05 16:44:43,US,iOS,Paid Social,3.6.1,1
U000433,2026-01-05 16:46:48,US,iOS,Influencer,3.6.1,1
U002787,2026-01-05 17:28:00,AU,iOS,Organic,3.4.2,1
U002173,2026-01-05 17:28:00,CA,iOS,Referral,3.6.1,0
U004955,2026-01-05 17:33:50,CA,iOS,Organic,3.6.1,0
U003800,2026-01-05 17:52:03,UK,Android,Organic,3.6.1,0
U001996,2026-01-05 18:28:14,UK,iOS,Search,3.6.1,1
U002273,2026-01-05 18:28:28,UK,Android,Referral,3.6.1,1
U001764,2026-01-05 19:16:48,AU,Android,Paid Social,3.6.1,0
U001111,2026-01-05 20:00:36,US,iOS,Organic,3.4.2,1
U002485,2026-01-05 20:59:28,US,iOS,Paid Social,3.4.2,1
U004349,2026-01-05 21:02:33,US,iOS,Organic,3.6.1,1
U000519,2026-01-05 21:27:58,US,iOS,Referral,3.5.0,1
U002546,2026-01-05 21:49:23,US,iOS,Organic,3.6.1,1
U002604,2026-01-05 21:54:56,US,iOS,Organic,3.4.2,1
U004922,2026-01-05 22:04:28,UK,Android,Paid Social,3.4.2,1
U002968,2026-01-05 22:39:21,US,iOS,Organic,3.6.1,1
U004461,2026-01-05 23:20:46,US,Android,Influencer,3.6.1,1
U001704,2026-01-05 23:36:42,CA,Android,Influencer,3.4.2,1
U003266,2026-01-06 00:02:20,CA,Android,Influencer,3.5.0,1
U000817,2026-01-06 00:31:40,US,iOS,Organic,3.4.2,0
U002729,2026-01-06 00:57:26,US,iOS,Search,3.5.0,1
U004879,2026-01-06 00:58:09,CA,iOS,Search,3.4.2,1
U001188,2026-01-06 01:26:28,US,Android,Paid Social,3.5.0,0
U003901,2026-01-06 01:29:05,US,iOS,Referral,3.6.1,1
U002560,2026-01-06 01:32:58,US,iOS,Search,3.5.0,0
U001501,2026-01-06 01:48:20,AU,iOS,Search,3.5.0,1
U002952,2026-01-06 01:48:56,US,iOS,Search,3.6.1,1
U003303,2026-01-06 02:21:43,UK,iOS,Paid Social,3.6.1,1
U000833,2026-01-06 02:29:52,AU,Android,Paid Social,3.4.2,1
U000640,2026-01-06 02:56:51,US,iOS,Paid Social,3.5.0,1
U003342,2026-01-06 03:18:32,US,Android,Organic,3.4.2,1
U000356,2026-01-06 04:06:46,US,iOS,Organic,3.5.0,1
U003124,2026-01-06 04:18:53,US,Android,Search,3.5.0,0
U003572,2026-01-06 04:46:08,US,Android,Organic,3.6.1,1
U004038,2026-01-06 04:47:06,US,iOS,Organic,3.4.2,0
U003314,2026-01-06 04:49:21,US,iOS,Search,3.6.1,1
U004875,2026-01-06 05:09:18,US,Android,Organic,3.4.2,1
U003919,2026-01-06 05:31:45,AU,Android,Organic,3.4.2,1
U002368,2026-01-06 05:42:57,CA,iOS,Organic,3.6.1,1
U003499,2026-01-06 05:49:16,AU,iOS,Organic,3.6.1,1
U000366,2026-01-06 05:59:07,US,iOS,Influencer,3.6.1,1
U000314,2026-01-06 06:04:18,US,iOS,Paid Social,3.4.2,1
U002665,2026-01-06 06:09:53,US,Android,Organic,3.6.1,1
U000769,2026-01-06 06:27:06,CA,Android,Paid Social,3.5.0,1
U002397,2026-01-06 06:36:06,US,Android,Paid Social,3.5.0,1
U002989,2026-01-06 06:53:33,US,Android,Organic,3.5.0,1
U000435,2026-01-06 07:12:20,US,iOS,Paid Social,3.4.2,1
U001082,2026-01-06 07:16:49,AU,iOS,Referral,3.4.2,1
U000776,2026-01-06 07:20:07,AU,iOS,Influencer,3.6.1,1
U001135,2026-01-06 08:06:32,CA,iOS,Organic,3.6.1,1
U004780,2026-01-06 08:43:25,US,iOS,Organic,3.5.0,1
U003309,2026-01-06 08:47:29,US,Android,Influencer,3.6.1,1
U004838,2026-01-06 08:55:24,US,iOS,Organic,3.6.1,1
U001305,2026-01-06 09:28:52,UK,iOS,Organic,3.6.1,1
U002172,2026-01-06 09:29:44,UK,iOS,Organic,3.6.1,1
U003898,2026-01-06 09:46:56,US,iOS,Referral,3.6.1,1
U004767,2026-01-06 09:48:20,US,iOS,Organic,3.6.1,1
U000665,2026-01-06 10:04:26,UK,Android,Paid Social,3.6.1,0
U003406,2026-01-06 10:31:47,US,iOS,Referral,3.5.0,1
U001260,2026-01-06 11:05:44,UK,iOS,Search,3.4.2,1
U003612,2026-01-06 11:20:02,US,Android,Organic,3.6.1,1
U000551,2026-01-06 11:30:35,CA,iOS,Paid Social,3.6.1,1
U000920,2026-01-06 12:01:33,UK,Android,Paid Social,3.4.2,0
U001581,2026-01-06 12:22:52,AU,iOS,Organic,3.6.1,0
U004254,2026-01-06 13:00:22,US,iOS,Organic,3.6.1,1
U000505,2026-01-06 13:21:05,UK,Android,Paid Social,3.5.0,1
U003878,2026-01-06 13:23:25,US,Android,Paid Social,3.6.1,1
U000689,2026-01-06 13:31:37,AU,iOS,Organic,3.5.0,1
U001131,2026-01-06 13:39:56,AU,iOS,Influencer,3.5.0,1
U000821,2026-01-06 14:33:18,US,Android,Organic,3.6.1,1
U001491,2026-01-06 14:48:10,US,iOS,Paid Social,3.6.1,1
U003274,2026-01-06 14:55:54,UK,Android,Organic,3.6.1,1
U002527,2026-01-06 15:01:10,US,Android,Organic,3.6.1,1
U002641,2026-01-06 15:27:18,US,iOS,Organic,3.6.1,1
U004804,2026-01-06 15:39:45,AU,iOS,Organic,3.6.1,1
U001332,2026-01-06 15:45:42,US,iOS,Paid Social,3.6.1,1
U001424,2026-01-06 16:15:18,US,iOS,Organic,3.5.0,1
U000073,2026-01-06 16:26:50,US,Android,Influencer,3.4.2,1
U004534,2026-01-06 16:55:45,CA,Android,Referral,3.6.1,0
U001304,2026-01-06 16:57:11,US,Android,Influencer,3.6.1,1
U002437,2026-01-06 17:00:40,US,iOS,Influencer,3.6.1,1
U001941,2026-01-06 17:15:04,US,iOS,Paid Social,3.5.0,1
U001516,2026-01-06 17:19:13,US,Android,Paid Social,3.6.1,0
U001665,2026-01-06 17:45:16,US,iOS,Organic,3.4.2,1
U001465,2026-01-06 18:29:46,US,Android,Search,3.4.2,1
U004256,2026-01-06 18:46:21,US,Android,Organic,3.6.1,1
U002282,2026-01-06 18:52:33,US,Android,Organic,3.6.1,0
U003465,2026-01-06 19:14:34,UK,Android,Paid Social,3.4.2,1
U003596,2026-01-06 19:32:28,US,iOS,Paid Social,3.6.1,1
U002229,2026-01-06 19:48:32,AU,iOS,Search,3.5.0,1
U000121,2026-01-06 20:43:40,CA,Android,Search,3.6.1,1
U004227,2026-01-06 20:54:47,CA,iOS,Search,3.6.1,1
U001987,2026-01-06 21:54:53,US,iOS,Organic,3.6.1,0
U004885,2026-01-06 22:41:32,US,Android,Paid Social,3.6.1,1
U000469,2026-01-06 22:52:16,AU,iOS,Organic,3.6.1,1
U003932,2026-01-06 22:54:33,AU,Android,Influencer,3.5.0,1
U003093,2026-01-06 23:35:43,UK,iOS,Organic,3.5.0,1
U001864,2026-01-06 23:40:13,US,iOS,Referral,3.4.2,0
U002930,2026-01-06 23:48:27,AU,iOS,Organic,3.6.1,1
U002733,2026-01-06 23:52:32,UK,Android,Organic,3.6.1,0
U004757,2026-01-06 23:53:36,CA,iOS,Organic,3.6.1,1
U003054,2026-01-06 23:54:52,AU,iOS,Organic,3.4.2,1
U002575,2026-01-07 00:06:11,US,Android,Organic,3.6.1,1
U004312,2026-01-07 00:37:04,US,Android,Paid Social,3.4.2,1
U001274,2026-01-07 01:00:07,CA,Android,Referral,3.4.2,0
U004963,2026-01-07 01:10:14,US,Android,Organic,3.6.1,1
U002224,2026-01-07 01:17:49,US,Android,Organic,3.6.1,1
U000203,2026-01-07 01:25:13,CA,Android,Referral,3.6.1,1
U000468,2026-01-07 01:27:13,US,iOS,Organic,3.6.1,1
U003053,2026-01-07 01:27:20,US,iOS,Search,3.6.1,0
U003801,2026-01-07 01:28:37,US,Android,Paid Social,3.6.1,1
U003175,2026-01-07 01:31:34,US,Android,Referral,3.6.1,1
