event_id,user_id,session_id,event_ts,event_name,screen_name,app_version,device_os,is_test_event
E000000007,U000959,S000003_01,2026-01-01 16:55:18,agent_home_view,agent_home,3.4.2,iOS,0
E000000009,U000959,S000003_01,2026-01-01 16:56:21,agent_response_rendered,agent_chat,3.4.2,iOS,0
E000000224,U004769,S000019_01,2026-01-01 16:56:28,satisfaction_submitted,agent_chat,3.6.1,iOS,0
E000000008,U000959,S000003_01,2026-01-01 16:56:58,prompt_submit,agent_chat,3.4.2,iOS,0
E000000651,U004106,S000044_02,2026-01-01 19:48:00,app_open,home,3.5.0,iOS,0
E000000652,U004106,S000044_02,2026-01-01 19:48:56,screen_view,library,3.5.0,iOS,0
E000000423,U000162,S000028_01,2026-01-01 19:59:08,app_open,home,3.6.1,Android,0
E000000424,U000162,S000028_01,2026-01-01 20:00:02,screen_view,home,3.6.1,Android,0
E000000649,U004106,S000044_01,2026-01-01 20:21:00,app_open,home,3.5.0,iOS,0
E000000650,U004106,S000044_01,2026-01-01 20:21:51,screen_view,home,3.5.0,iOS,0
E000000076,U000497,S000007_01,2026-01-01 21:59:04,app_open,home,3.6.1,iOS,0
E000000077,U000497,S000007_01,2026-01-01 21:59:42,screen_view,library,3.6.1,iOS,0
E000000181,U004315,S000016_02,2026-01-01 22:19:07,app_open,home,3.5.0,iOS,0
E000000182,U004315,S000016_02,2026-01-01 22:20:13,screen_view,agent_home,3.5.0,iOS,0
E000000225,U004769,S000019_02,2026-01-01 22:59:02,app_open,home,3.6.1,iOS,0
E000000226,U004769,S000019_02,2026-01-01 23:00:06,screen_view,progress,3.6.1,iOS,0
E000000078,U000497,S000007_02,2026-01-02 07:17:05,app_open,home,3.6.1,iOS,0
E000000079,U000497,S000007_02,2026-01-02 07:17:37,screen_view,home,3.6.1,iOS,0
E000000080,U000497,S000007_02,2026-01-02 07:18:14,paywall_view,subscription,3.6.1,iOS,0
E000000822,U004784,S000053_01,2026-01-02 07:41:09,app_open,home,3.6.1,iOS,0
E000000823,U004784,S000053_01,2026-01-02 07:41:24,screen_view,agent_home,3.6.1,iOS,0
E000000981,U001390,S000062_01,2026-01-02 08:11:06,app_open,home,3.5.0,iOS,0
E000000982,U001390,S000062_01,2026-01-02 08:11:42,screen_view,home,3.5.0,iOS,0
E000001964,U002251,S000120_01,2026-01-02 08:29:06,app_open,home,3.6.1,Android,0
E000001965,U002251,S000120_01,2026-01-02 08:29:30,screen_view,agent_home,3.6.1,Android,0
E000001799,U004142,S000111_01,2026-01-02 08:59:08,app_open,home,3.6.1,Android,0
E000001800,U004142,S000111_01,2026-01-02 08:59:33,screen_view,home,3.6.1,Android,0
E000000660,U004106,S000044_04,2026-01-02 09:19:04,app_open,home,3.5.0,iOS,0
E000000661,U004106,S000044_04,2026-01-02 09:19:45,screen_view,progress,3.5.0,iOS,0
E000000662,U004106,S000044_04,2026-01-02 09:20:18,agent_home_view,agent_home,3.5.0,iOS,0
E000000663,U004106,S000044_04,2026-01-02 09:20:42,prompt_submit,agent_chat,3.5.0,iOS,0
E000000664,U004106,S000044_04,2026-01-02 09:23:59,agent_response_rendered,agent_chat,3.5.0,iOS,0
E000000016,U000959,S000003_03,2026-01-02 09:37:03,app_open,home,3.4.2,iOS,0
E000000017,U000959,S000003_03,2026-01-02 09:37:57,screen_view,agent_home,3.4.2,iOS,0
E000000018,U000959,S000003_03,2026-01-02 09:38:59,agent_home_view,agent_home,3.4.2,iOS,0
E000001312,U000675,S000087_01,2026-01-02 09:40:00,app_open,home,3.6.1,iOS,0
E000000019,U000959,S000003_03,2026-01-02 09:40:54,prompt_submit,agent_chat,3.4.2,iOS,0
E000001313,U000675,S000087_01,2026-01-02 09:41:03,screen_view,home,3.6.1,iOS,0
E000000020,U000959,S000003_03,2026-01-02 09:41:53,agent_response_rendered,agent_chat,3.4.2,iOS,0
E000001314,U000675,S000087_01,2026-01-02 09:42:01,agent_home_view,agent_home,3.6.1,iOS,0
E000001316,U000675,S000087_01,2026-01-02 09:43:23,agent_response_rendered,agent_chat,3.6.1,iOS,0
E000001315,U000675,S000087_01,2026-01-02 09:43:45,prompt_submit,agent_chat,3.6.1,iOS,0
E000001034,U003888,S000068_01,2026-01-02 09:55:05,app_open,home,3.6.1,Android,0
E000001035,U003888,S000068_01,2026-01-02 09:55:39,screen_view,library,3.6.1,Android,0
E000000712,U003329,S000046_01,2026-01-02 10:11:02,app_open,home,3.4.2,Android,0
E000000713,U003329,S000046_01,2026-01-02 10:12:16,screen_view,home,3.4.2,Android,0
E000001857,U003564,S000114_01,2026-01-02 10:16:06,app_open,home,3.6.1,Android,0
E000001859,U003564,S000114_01,2026-01-02 10:17:04,paywall_view,subscription,3.6.1,Android,0
E000001858,U003564,S000114_01,2026-01-02 10:17:10,screen_view,progress,3.6.1,Android,0
E000001036,U003888,S000068_02,2026-01-02 10:34:04,app_open,home,3.6.1,Android,0
E000001586,U004087,S000100_01,2026-01-02 10:34:06,app_open,home,3.5.0,iOS,0
E000001587,U004087,S000100_01,2026-01-02 10:34:22,screen_view,home,3.5.0,iOS,0
E000001037,U003888,S000068_02,2026-01-02 10:35:08,screen_view,home,3.6.1,Android,0
E000001450,U000732,S000091_01,2026-01-02 10:42:05,app_open,home,3.5.0,iOS,0
E000001451,U000732,S000091_01,2026-01-02 10:43:26,screen_view,agent_home,3.5.0,iOS,0
E000001464,U001773,S000092_01,2026-01-02 11:02:07,app_open,home,3.6.1,iOS,0
E000001465,U001773,S000092_01,2026-01-02 11:03:04,screen_view,home,3.6.1,iOS,0
E000000564,U002987,S000033_02,2026-01-02 11:14:08,app_open,home,3.5.0,iOS,0
E000000565,U002987,S000033_02,2026-01-02 11:14:39,screen_view,agent_home,3.5.0,iOS,0
E000000566,U002987,S000033_02,2026-01-02 11:14:45,agent_home_view,agent_home,3.5.0,iOS,0
E000000566,U002987,S000033_02,2026-01-02 11:14:45,agent_home_view,agent_home,3.5.0,iOS,0
E000000567,U002987,S000033_02,2026-01-02 11:16:56,prompt_submit,agent_chat,3.5.0,iOS,0
E000000568,U002987,S000033_02,2026-01-02 11:18:07,agent_response_rendered,agent_chat,3.5.0,iOS,0
E000000569,U002987,S000033_02,2026-01-02 11:20:11,tool_result_rendered,agent_chat,3.5.0,iOS,0
E000001062,U000508,S000070_02,2026-01-02 11:41:01,app_open,home,3.5.0,iOS,0
E000001063,U000508,S000070_02,2026-01-02 11:42:10,screen_view,home,3.5.0,iOS,0
E000002081,U002908,S000125_01,2026-01-02 11:44:08,app_open,home,3.6.1,Android,0
E000000559,U002987,S000033_01,2026-01-02 11:45:08,app_open,home,3.5.0,iOS,0
E000002082,U002908,S000125_01,2026-01-02 11:45:18,screen_view,home,3.6.1,Android,0
E000000560,U002987,S000033_01,2026-01-02 11:45:46,screen_view,home,3.5.0,iOS,0
E000000561,U002987,S000033_01,2026-01-02 11:46:36,agent_home_view,agent_home,3.5.0,iOS,0
E000000562,U002987,S000033_01,2026-01-02 11:46:53,prompt_submit,agent_chat,3.5.0,iOS,0
E000000563,U002987,S000033_01,2026-01-02 11:47:00,agent_response_rendered,agent_chat,3.5.0,iOS,0
E000000493,U000498,S000032_02,2026-01-02 11:57:08,app_open,home,3.6.1,iOS,0
E000000494,U000498,S000032_02,2026-01-02 11:57:30,screen_view,library,3.6.1,iOS,0
E000001966,U002251,S000120_02,2026-01-02 12:04:07,app_open,home,3.6.1,Android,0
E000001967,U002251,S000120_02,2026-01-02 12:05:04,screen_view,library,3.6.1,Android,0
E000001613,U004682,S000102_01,2026-01-02 12:45:08,app_open,home,3.4.2,iOS,0
E000001614,U004682,S000102_01,2026-01-02 12:45:37,screen_view,,3.4.2,iOS,0
E000001566,U003650,S000099_01,2026-01-02 12:59:06,app_open,home,3.5.0,iOS,0
E000001567,U003650,S000099_01,2026-01-02 12:59:42,screen_view,home,3.5.0,iOS,0
E000000425,U000162,S000028_02,2026-01-02 13:35:06,app_open,home,3.6.1,Android,0
E000000426,U000162,S000028_02,2026-01-02 13:35:36,screen_view,library,3.6.1,Android,0
E000000042,U004366,S000005_01,2026-01-02 14:21:00,app_open,home,3.6.1,Android,0
E000000043,U004366,S000005_01,2026-01-02 14:21:45,screen_view,progress,3.6.1,Android,0
E000001154,U000885,S000076_01,2026-01-02 14:33:09,app_open,home,3.5.0,Android,0
E000001155,U000885,S000076_01,2026-01-02 14:33:48,screen_view,home,3.5.0,Android,0
E000001156,U000885,S000076_01,2026-01-02 14:34:42,agent_home_view,agent_home,3.5.0,Android,0
E000001157,U000885,S000076_01,2026-01-02 14:35:45,prompt_submit,agent_chat,3.5.0,Android,0
E000001158,U000885,S000076_01,2026-01-02 14:36:18,agent_response_rendered,agent_chat,3.5.0,Android,0
E000001159,U000885,S000076_01,2026-01-02 14:38:47,tool_result_rendered,agent_chat,3.5.0,Android,0
E000001217,U001147,S000079_01,2026-01-02 14:42:01,app_open,home,3.5.0,iOS,0
E000001218,U001147,S000079_01,2026-01-02 14:43:18,screen_view,home,3.5.0,iOS,0
E000001883,U000184,S000115_01,2026-01-02 16:48:03,app_open,home,3.4.2,iOS,0
E000001884,U000184,S000115_01,2026-01-02 16:49:11,screen_view,home,3.4.2,iOS,0
E000001243,U003335,S000081_01,2026-01-02 16:52:05,app_open,home,3.4.2,iOS,0
E000001244,U003335,S000081_01,2026-01-02 16:52:24,screen_view,agent_home,3.4.2,iOS,0
E000000698,U002778,S000045_01,2026-01-02 17:46:05,app_open,home,3.6.1,Android,0
E000000699,U002778,S000045_01,2026-01-02 17:46:57,screen_view,home,3.6.1,Android,0
E000000729,U002807,S000048_02,2026-01-02 17:51:04,app_open,home,3.6.1,iOS,0
E000000730,U002807,S000048_02,2026-01-02 17:52:13,screen_view,library,3.6.1,iOS,0
E000000314,U001083,S000023_01,2026-01-02 18:11:07,app_open,home,3.5.0,iOS,0
E000000316,U001083,S000023_01,2026-01-02 18:12:05,agent_home_view,agent_home,3.5.0,iOS,0
E000000315,U001083,S000023_01,2026-01-02 18:12:08,screen_view,home,3.5.0,iOS,0
E000000317,U001083,S000023_01,2026-01-02 18:14:47,prompt_submit,agent_chat,3.5.0,iOS,0
E000000319,U001083,S000023_01,2026-01-02 18:15:52,human_handoff,support,3.5.0,iOS,0
E000000318,U001083,S000023_01,2026-01-02 18:16:11,agent_response_rendered,agent_chat,3.5.0,iOS,0
E000000653,U004106,S000044_03,2026-01-02 18:19:00,app_open,home,3.5.0,iOS,0
E000000654,U004106,S000044_03,2026-01-02 18:19:34,screen_view,home,3.5.0,iOS,0
E000000655,U004106,S000044_03,2026-01-02 18:20:28,agent_home_view,agent_home,3.5.0,iOS,0
E000000657,U004106,S000044_03,2026-01-02 18:20:49,agent_response_rendered,agent_chat,3.5.0,iOS,0
E000000656,U004106,S000044_03,2026-01-02 18:21:32,prompt_submit,agent_chat,3.5.0,iOS,0
E000000658,U004106,S000044_03,2026-01-02 18:23:19,tool_result_rendered,agent_chat,3.5.0,iOS,0
E000000659,U004106,S000044_03,2026-01-02 18:23:39,satisfaction_submitted,agent_chat,3.5.0,iOS,0
E000001482,U004938,S000093_01,2026-01-02 18:37:08,app_open,home,3.5.0,Android,0
E000001483,U004938,S000093_01,2026-01-02 18:37:52,screen_view,library,3.5.0,Android,0
E000001651,U004171,S000103_01,2026-01-02 19:07:05,app_open,home,3.6.1,Android,0
E000001652,U004171,S000103_01,2026-01-02 19:07:46,screen_view,home,3.6.1,Android,0
E000000638,U000621,S000043_01,2026-01-02 19:39:03,app_open,home,3.5.0,iOS,0
E000000639,U000621,S000043_01,2026-01-02 19:40:12,screen_view,agent_home,3.5.0,iOS,0
E000001684,U002909,S000105_01,2026-01-02 20:49:09,app_open,home,3.5.0,Android,0
E000001685,U002909,S000105_01,2026-01-02 20:49:39,screen_view,home,3.5.0,Android,0
E000001686,U002909,S000105_01,2026-01-02 20:50:41,paywall_view,subscription,3.5.0,Android,0
E000000464,U004912,S000031_02,2026-01-02 21:41:01,app_open,home,3.5.0,Android,0
E000000465,U004912,S000031_02,2026-01-02 21:41:25,screen_view,agent_home,3.5.0,Android,0
E000001060,U000508,S000070_01,2026-01-02 21:52:09,app_open,home,3.5.0,iOS,0
E000001061,U000508,S000070_01,2026-01-02 21:53:05,screen_view,home,3.5.0,iOS,0
E000000010,U000959,S000003_02,2026-01-02 22:59:00,app_open,home,3.4.2,iOS,0
E000000011,U000959,S000003_02,2026-01-02 22:59:37,screen_view,agent_home,3.4.2,iOS,0
E000000014,U000959,S000003_02,2026-01-02 23:00:25,agent_response_rendered,agent_chat,3.4.2,iOS,0
E000000012,U000959,S000003_02,2026-01-02 23:00:54,agent_home_view,agent_home,3.4.2,iOS,0
E000000013,U000959,S000003_02,2026-01-02 23:00:54,prompt_submit,agent_chat,3.4.2,iOS,0
E000000015,U000959,S000003_02,2026-01-02 23:00:59,tool_result_rendered,agent_chat,3.4.2,iOS,0
E000001976,U000793,S000121_01,2026-01-03 07:13:04,app_open,home,3.6.1,iOS,0
E000001977,U000793,S000121_01,2026-01-03 07:14:08,screen_view,progress,3.6.1,iOS,0
E000001160,U000885,S000076_02,2026-01-03 07:19:03,app_open,home,3.5.0,Android,0
E000001161,U000885,S000076_02,2026-01-03 07:19:54,screen_view,home,3.5.0,Android,0
E000001162,U000885,S000076_02,2026-01-03 07:20:32,agent_home_view,agent_home,3.5.0,Android,0
E000001163,U000885,S000076_02,2026-01-03 07:21:22,prompt_submit,agent_chat,3.5.0,Android,0
E000001164,U000885,S000076_02,2026-01-03 07:22:54,agent_response_rendered,agent_chat,3.5.0,Android,0
E000001165,U000885,S000076_02,2026-01-03 07:23:32,satisfaction_submitted,agent_chat,3.5.0,Android,0
E000000570,U002987,S000033_03,2026-01-03 07:57:03,app_open,home,3.5.0,iOS,0
E000000572,U002987,S000033_03,2026-01-03 07:57:52,agent_home_view,agent_home,3.5.0,iOS,0
E000000571,U002987,S000033_03,2026-01-03 07:58:02,screen_view,home,3.5.0,iOS,0
E000000573,U002987,S000033_03,2026-01-03 07:58:36,prompt_submit,agent_chat,3.5.0,iOS,0
E000000575,U002987,S000033_03,2026-01-03 08:00:38,tool_result_rendered,agent_chat,3.5.0,iOS,0
E000000574,U002987,S000033_03,2026-01-03 08:01:03,agent_response_rendered,agent_chat,3.5.0,iOS,0
E000000227,U004769,S000019_03,2026-01-03 08:59:02,app_open,home,3.6.1,iOS,0
E000000228,U004769,S000019_03,2026-01-03 08:59:59,screen_view,home,3.6.1,iOS,0
E000002154,U004094,S000127_02,2026-01-03 09:00:01,app_open,home,3.4.2,Android,0
E000002155,U004094,S000127_02,2026-01-03 09:00:24,screen_view,home,3.4.2,Android,0
E000003145,U002498,S000175_01,2026-01-03 09:32:00,app_open,home,3.4.2,Android,0
E000003146,U002498,S000175_01,2026-01-03 09:32:36,screen_view,agent_home,3.4.2,Android,0
E000000036,U002163,S000004_01,2026-01-03 09:33:05,app_open,home,3.5.0,iOS,0
E000003147,U002498,S000175_01,2026-01-03 09:34:05,agent_home_view,agent_home,3.4.2,Android,0
E000000037,U002163,S000004_01,2026-01-03 09:34:17,screen_view,library,3.5.0,iOS,0
E000003148,U002498,S000175_01,2026-01-03 09:34:43,prompt_submit,agent_chat,3.4.2,Android,0
E000003149,U002498,S000175_01,2026-01-03 09:35:28,agent_response_rendered,agent_chat,3.4.2,Android,0
E000003003,U003557,S000166_01,2026-01-03 09:40:05,app_open,home,3.5.0,Android,0
E000003004,U003557,S000166_01,2026-01-03 09:41:09,screen_view,library,3.5.0,Android,0
E000003206,U004156,S000176_01,2026-01-03 09:42:06,app_open,home,3.6.1,Android,0
E000003005,U003557,S000166_01,2026-01-03 09:42:13,agent_home_view,agent_home,3.5.0,Android,0
E000003006,U003557,S000166_01,2026-01-03 09:43:24,prompt_submit,agent_chat,3.5.0,Android,0
E000003207,U004156,S000176_01,2026-01-03 09:43:25,screen_view,home,3.6.1,Android,0
E000003007,U003557,S000166_01,2026-01-03 09:43:35,agent_response_rendered,agent_chat,3.5.0,Android,0
E000003008,U003557,S000166_01,2026-01-03 09:46:32,tool_result_rendered,agent_chat,3.5.0,Android,0
E000003101,U003466,S000171_01,2026-01-03 10:11:08,app_open,home,3.6.1,iOS,0
E000003102,U003466,S000171_01,2026-01-03 10:12:17,screen_view,agent_home,3.6.1,iOS,0
E000001785,U003181,S000108_01,2026-01-03 10:18:06,app_open,home,3.6.1,Android,0
E000001786,U003181,S000108_01,2026-01-03 10:18:50,screen_view,agent_home,3.6.1,Android,0
E000002696,U004138,S000145_01,2026-01-03 10:37:01,app_open,home,3.5.0,Android,0
E000002697,U004138,S000145_01,2026-01-03 10:37:17,screen_view,library,3.5.0,Android,0
E000002701,U004138,S000145_01,2026-01-03 10:38:49,tool_result_rendered,agent_chat,3.5.0,Android,0
E000002700,U004138,S000145_01,2026-01-03 10:39:00,agent_response_rendered,agent_chat,3.5.0,Android,0
E000002698,U004138,S000145_01,2026-01-03 10:39:17,agent_home_view,agent_home,3.5.0,Android,0
E000002699,U004138,S000145_01,2026-01-03 10:39:26,prompt_submit,agent_chat,3.5.0,Android,0
E000002702,U004138,S000145_01,2026-01-03 10:40:30,satisfaction_submitted,agent_chat,3.5.0,Android,0
E000002703,U004138,S000145_01,2026-01-03 10:44:28,paywall_view,subscription,3.5.0,Android,0
E000002156,U004094,S000127_03,2026-01-03 10:50:02,app_open,home,3.4.2,Android,0
E000002157,U004094,S000127_03,2026-01-03 10:50:54,screen_view,agent_home,3.4.2,Android,0
E000002486,U002833,S000136_03,2026-01-03 10:51:08,app_open,home,3.6.1,iOS,0
E000002159,U004094,S000127_03,2026-01-03 10:51:17,prompt_submit,agent_chat,3.4.2,Android,0
E000002160,U004094,S000127_03,2026-01-03 10:52:20,agent_response_rendered,agent_chat,3.4.2,Android,0
E000002487,U002833,S000136_03,2026-01-03 10:52:20,screen_view,library,3.6.1,iOS,0
E000002158,U004094,S000127_03,2026-01-03 10:52:31,agent_home_view,agent_home,3.4.2,Android,0
E000002488,U002833,S000136_03,2026-01-03 10:52:45,agent_home_view,agent_home,3.6.1,iOS,0
E000002490,U002833,S000136_03,2026-01-03 10:54:19,agent_response_rendered,agent_chat,3.6.1,iOS,0
E000002161,U004094,S000127_03,2026-01-03 10:54:32,tool_result_rendered,agent_chat,3.4.2,Android,0
E000002489,U002833,S000136_03,2026-01-03 10:54:58,prompt_submit,agent_chat,3.6.1,iOS,0
E000001653,U004171,S000103_02,2026-01-03 10:57:02,app_open,home,3.6.1,Android,0
E000001654,U004171,S000103_02,2026-01-03 10:57:29,screen_view,home,3.6.1,Android,0
E000000353,U003119,S000024_01,2026-01-03 11:11:07,app_open,home,3.6.1,iOS,0
E000000354,U003119,S000024_01,2026-01-03 11:12:15,screen_view,library,3.6.1,iOS,0
E000002598,U000333,S000140_01,2026-01-03 11:33:01,app_open,home,3.6.1,iOS,0
E000002599,U000333,S000140_01,2026-01-03 11:34:21,screen_view,library,3.6.1,iOS,0
E000001129,U004412,S000074_01,2026-01-03 11:35:09,app_open,home,3.6.1,Android,0
E000001130,U004412,S000074_01,2026-01-03 11:36:01,screen_view,home,3.6.1,Android,0
E000001607,U000624,S000101_01,2026-01-03 11:43:05,app_open,home,3.5.0,Android,0
E000001608,U000624,S000101_01,2026-01-03 11:43:25,screen_view,agent_home,3.5.0,Android,0
E000003053,U004425,S000168_01,2026-01-03 11:54:06,app_open,home,3.5.0,Android,0
E000003054,U004425,S000168_01,2026-01-03 11:54:53,screen_view,home,3.5.0,Android,0
E000002148,U004094,S000127_01,2026-01-03 13:05:05,app_open,home,3.4.2,Android,0
E000002149,U004094,S000127_01,2026-01-03 13:05:45,screen_view,agent_home,3.4.2,Android,0
E000002151,U004094,S000127_01,2026-01-03 13:06:48,prompt_submit,agent_chat,3.4.2,Android,0
E000002150,U004094,S000127_01,2026-01-03 13:07:39,agent_home_view,agent_home,3.4.2,Android,0
E000002153,U004094,S000127_01,2026-01-03 13:09:59,satisfaction_submitted,agent_chat,3.4.2,Android,0
E000002152,U004094,S000127_01,2026-01-03 13:10:16,agent_response_rendered,agent_chat,3.4.2,Android,0
E000002162,U004094,S000127_04,2026-01-03 13:27:01,app_open,home,3.4.2,Android,0
E000002163,U004094,S000127_04,2026-01-03 13:27:25,screen_view,library,3.4.2,Android,0
E000002164,U004094,S000127_04,2026-01-03 13:28:53,agent_home_view,agent_home,3.4.2,Android,0
E000002167,U004094,S000127_04,2026-01-03 13:29:41,tool_result_rendered,agent_chat,3.4.2,Android,0
E000002165,U004094,S000127_04,2026-01-03 13:30:53,prompt_submit,,3.4.2,Android,0
E000002166,U004094,S000127_04,2026-01-03 13:32:05,agent_response_rendered,agent_chat,3.4.2,Android,0
E000001317,U000675,S000087_02,2026-01-03 13:50:03,app_open,home,3.6.1,iOS,0
E000001318,U000675,S000087_02,2026-01-03 13:50:31,screen_view,library,3.6.1,iOS,0
E000002482,U002833,S000136_02,2026-01-03 13:51:08,app_open,home,3.6.1,iOS,0
E000002483,U002833,S000136_02,2026-01-03 13:52:27,screen_view,home,3.6.1,iOS,0
E000002484,U002833,S000136_02,2026-01-03 13:52:30,paywall_view,subscription,3.6.1,iOS,0
E000002485,U002833,S000136_02,2026-01-03 13:54:31,trial_start,subscription,3.6.1,iOS,0
E000000320,U001083,S000023_02,2026-01-03 13:59:01,app_open,home,3.5.0,iOS,0
E000000321,U001083,S000023_02,2026-01-03 14:00:03,screen_view,library,3.5.0,iOS,0
E000000322,U001083,S000023_02,2026-01-03 14:01:38,agent_home_view,agent_home,3.5.0,iOS,0
E000000323,U001083,S000023_02,2026-01-03 14:02:52,prompt_submit,agent_chat,3.5.0,iOS,0
E000000324,U001083,S000023_02,2026-01-03 14:03:23,agent_response_rendered,agent_chat,3.5.0,iOS,0
E000000325,U001083,S000023_02,2026-01-03 14:05:17,tool_result_rendered,agent_chat,3.5.0,iOS,0
E000001588,U004087,S000100_02,2026-01-03 14:14:05,app_open,home,3.5.0,iOS,0
E000001589,U004087,S000100_02,2026-01-03 14:15:24,screen_view,home,3.5.0,iOS,0
E000001184,U001961,S000077_01,2026-01-03 14:21:07,app_open,home,3.4.2,iOS,0
E000001185,U001961,S000077_01,2026-01-03 14:22:01,screen_view,agent_home,3.4.2,iOS,0
E000000983,U001390,S000062_02,2026-01-03 14:43:03,app_open,home,3.5.0,iOS,0
E000000984,U001390,S000062_02,2026-01-03 14:43:47,screen_view,home,3.5.0,iOS,0
E000002185,U002744,S000128_01,2026-01-03 14:45:01,app_open,home,3.5.0,Android,0
E000002186,U002744,S000128_01,2026-01-03 14:46:17,screen_view,home,3.5.0,Android,0
E000002414,U004003,S000135_01,2026-01-03 14:48:02,app_open,home,3.6.1,iOS,0
E000002415,U004003,S000135_01,2026-01-03 14:48:52,screen_view,agent_home,3.6.1,iOS,0
E000002474,U002833,S000136_01,2026-01-03 15:28:01,app_open,home,3.6.1,iOS,0
E000002475,U002833,S000136_01,2026-01-03 15:28:31,screen_view,home,3.6.1,iOS,0
E000002477,U002833,S000136_01,2026-01-03 15:29:31,prompt_submit,agent_chat,3.6.1,iOS,0
E000002476,U002833,S000136_01,2026-01-03 15:29:44,agent_home_view,agent_home,3.6.1,iOS,0
E000002478,U002833,S000136_01,2026-01-03 15:30:40,agent_response_rendered,agent_chat,3.6.1,iOS,0
E000002479,U002833,S000136_01,2026-01-03 15:31:01,satisfaction_submitted,agent_chat,3.6.1,iOS,0
E000002480,U002833,S000136_01,2026-01-03 15:33:15,paywall_view,subscription,3.6.1,iOS,0
E000002481,U002833,S000136_01,2026-01-03 15:33:16,trial_start,subscription,3.6.1,iOS,0
E000002872,U002964,S000155_01,2026-01-03 15:59:02,app_open,home,3.5.0,Android,0
E000002873,U002964,S000155_01,2026-01-03 15:59:37,screen_view,library,3.5.0,Android,0
E000002874,U002964,S000155_01,2026-01-03 16:01:07,agent_home_view,agent_home,3.5.0,Android,0
E000002876,U002964,S000155_01,2026-01-03 16:01:14,agent_response_rendered,agent_chat,3.5.0,Android,0
E000002875,U002964,S000155_01,2026-01-03 16:02:41,prompt_submit,,3.5.0,Android,0
E000001860,U003564,S000114_02,2026-01-03 16:03:06,app_open,home,3.6.1,Android,0
E000001861,U003564,S000114_02,2026-01-03 16:03:42,screen_view,home,3.6.1,Android,0
E000000097,U002237,S000009_01,2026-01-03 16:10:06,app_open,home,3.6.1,iOS,0
E000000098,U002237,S000009_01,2026-01-03 16:10:49,screen_view,library,3.6.1,iOS,0
E000002811,U001682,S000153_01,2026-01-03 16:19:05,app_open,,3.6.1,Android,0
E000002812,U001682,S000153_01,2026-01-03 16:19:48,screen_view,progress,3.6.1,Android,0
E000002813,U001682,S000153_01,2026-01-03 16:20:09,agent_home_view,agent_home,3.6.1,Android,0
E000002814,U001682,S000153_01,2026-01-03 16:20:40,prompt_submit,agent_chat,3.6.1,Android,0
E000002815,U001682,S000153_01,2026-01-03 16:23:35,agent_response_rendered,agent_chat,3.6.1,Android,0
E000002816,U001682,S000153_01,2026-01-03 16:23:47,tool_result_rendered,,3.6.1,Android,0
E000002818,U001682,S000153_01,2026-01-03 16:24:11,paywall_view,,3.6.1,Android,0
